ID,Type,Chr,Start,End,Met_perc,Cyt_Met,Cyt_NoMet,Depth
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468618,58468618,1.58730158730159,1,62,63
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468625,58468625,0.0,0,56,56
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468632,58468632,0.0,0,57,57
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468652,58468652,1.23456790123457,1,80,81
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468737,58468737,1.88679245283019,2,104,106
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468823,58468823,0.925925925925926,1,107,108
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051674,128051674,0.0,0,57,57
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051690,128051690,1.03626943005181,2,191,193
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051704,128051704,0.515463917525773,1,193,194
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051707,128051707,0.515463917525773,1,193,194
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051709,128051709,0.512820512820513,1,194,195
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051716,128051716,1.02564102564103,2,193,195
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051733,128051733,1.54639175257732,3,191,194
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051743,128051743,1.03092783505155,2,192,194
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604787,45604787,0.546448087431694,1,182,183
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604794,45604794,0.546448087431694,1,182,183
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647545,22647545,0.0,0,48,48
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647600,22647600,0.0,0,39,39
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647610,22647610,0.0,0,38,38
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647618,22647618,0.0,0,31,31
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647622,22647622,0.0,0,31,31
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647643,22647643,0.0,0,22,22
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647649,22647649,0.0,0,27,27
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647651,22647651,0.0,0,27,27
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647661,22647661,0.0,0,30,30
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647745,22647745,0.0,0,51,51
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647764,22647764,1.96078431372549,1,50,51
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647774,22647774,0.0,0,51,51
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647849,22647849,60.7843137254902,31,20,51
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093323,108093323,0.854700854700855,1,116,117
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093335,108093335,0.847457627118644,1,117,118
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093338,108093338,0.847457627118644,1,117,118
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093359,108093359,0.0,0,116,116
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093371,108093371,1.04166666666667,1,95,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093373,108093373,2.08333333333333,2,94,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093386,108093386,1.04166666666667,1,95,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093395,108093395,1.04166666666667,1,95,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093402,108093402,0.0,0,96,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093413,108093413,2.08333333333333,2,94,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093419,108093419,0.0,0,96,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093436,108093436,1.06382978723404,1,93,94
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093439,108093439,0.0,0,94,94
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093451,108093451,0.0,0,94,94
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093457,108093457,0.0,0,93,93
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093461,108093461,0.0,0,92,92
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093467,108093467,1.0989010989011,1,90,91
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093476,108093476,0.0,0,85,85
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093485,108093485,0.0,0,80,80
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093505,108093505,0.0,0,49,49
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093560,108093560,0.0,0,62,62
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093567,108093567,0.0,0,68,68
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093572,108093572,1.36986301369863,1,72,73
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093579,108093579,0.0,0,76,76
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093584,108093584,0.0,0,80,80
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093590,108093590,0.0,0,93,93
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,108093598,108093598,0.0,0,96,96
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619506,89619506,98.4771573604061,194,3,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619510,89619510,97.9695431472081,193,4,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619512,89619512,98.4771573604061,194,3,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619522,89619522,97.4619289340102,192,5,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619550,89619550,97.9695431472081,193,4,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619555,89619555,98.9847715736041,195,2,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619566,89619566,91.8367346938776,180,16,196
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619580,89619580,94.4162436548223,186,11,197
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543548,43543548,1.88679245283019,3,156,159
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543554,43543554,1.25,2,158,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543571,43543571,1.875,3,157,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543578,43543578,0.625,1,159,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543580,43543580,0.625,1,159,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543596,43543596,0.0,0,161,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543608,43543608,0.0,0,161,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543613,43543613,0.0,0,161,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543615,43543615,0.62111801242236,1,160,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543618,43543618,0.0,0,161,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543624,43543624,0.0,0,160,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543642,43543642,0.625,1,159,160
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543650,43543650,0.0,0,166,166
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543657,43543657,0.0,0,166,166
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543669,43543669,0.0,0,166,166
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543672,43543672,0.0,0,164,164
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543682,43543682,2.4390243902439,4,160,164
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543691,43543691,0.0,0,164,164
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543696,43543696,7.31707317073171,12,152,164
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543698,43543698,0.0,0,162,162
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543701,43543701,3.72670807453416,6,155,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543705,43543705,0.0,0,159,159
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543708,43543708,0.0,0,156,156
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543733,43543733,0.0,0,141,141
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543747,43543747,0.0,0,149,149
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543749,43543749,0.0,0,150,150
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543763,43543763,0.0,0,147,147
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543766,43543766,2.02702702702703,3,145,148
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543771,43543771,0.662251655629139,1,150,151
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543775,43543775,0.0,0,151,151
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543777,43543777,0.0,0,150,150
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543781,43543781,0.0,0,154,154
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543786,43543786,0.645161290322581,1,154,155
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543794,43543794,1.26582278481013,2,156,158
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543798,43543798,0.641025641025641,1,155,156
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543800,43543800,1.86335403726708,3,158,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543804,43543804,0.0,0,161,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543806,43543806,0.62111801242236,1,160,161
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543815,43543815,0.609756097560976,1,163,164
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543822,43543822,2.38095238095238,4,164,168
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89786999,89786999,3.38983050847458,2,57,59
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787007,89787007,3.44827586206897,2,56,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787009,89787009,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787018,89787018,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787032,89787032,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787034,89787034,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787036,89787036,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787045,89787045,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787048,89787048,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787058,89787058,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787060,89787060,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787066,89787066,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787077,89787077,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787087,89787087,5.17241379310345,3,55,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787103,89787103,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787109,89787109,0.0,0,56,56
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787113,89787113,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787120,89787120,0.0,0,58,58
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787150,89787150,0.0,0,55,55
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787154,89787154,1.81818181818182,1,54,55
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787164,89787164,0.0,0,48,48
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787168,89787168,0.0,0,48,48
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787171,89787171,2.17391304347826,1,45,46
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787182,89787182,0.0,0,43,43
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787184,89787184,0.0,0,42,42
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787190,89787190,2.77777777777778,1,35,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787205,89787205,0.0,0,23,23
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787212,89787212,4.76190476190476,1,20,21
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787238,89787238,0.0,0,24,24
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787260,89787260,0.0,0,31,31
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787272,89787272,0.0,0,33,33
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787288,89787288,0.0,0,37,37
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787293,89787293,0.0,0,42,42
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787295,89787295,2.4390243902439,1,40,41
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787304,89787304,0.0,0,51,51
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787335,89787335,3.38983050847458,2,57,59
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652769,23652769,0.353356890459364,1,282,283
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652783,23652783,0.719424460431655,2,276,278
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652787,23652787,0.72202166064982,2,275,277
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652797,23652797,0.364963503649635,1,273,274
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652818,23652818,0.754716981132076,2,263,265
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652838,23652838,0.37037037037037,1,269,270
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652857,23652857,1.0752688172043,3,276,279
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652860,23652860,0.0,0,277,277
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652876,23652876,0.716845878136201,2,277,279
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652906,23652906,0.714285714285714,2,278,280
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652911,23652911,0.357142857142857,1,279,280
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652916,23652916,0.709219858156028,2,280,282
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16,23652918,23652918,0.714285714285714,2,278,280
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048869,6048869,0.754527162977867,15,1973,1988
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048876,6048876,0.956215400100654,19,1968,1987
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048884,6048884,0.656565656565657,13,1967,1980
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048888,6048888,0.455235204855842,9,1968,1977
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048892,6048892,0.252652854977261,5,1974,1979
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048904,6048904,0.235849056603774,1,423,424
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048918,6048918,1.00704934541793,20,1966,1986
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048925,6048925,0.656234225138819,13,1968,1981
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048928,6048928,0.604838709677419,12,1972,1984
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048940,6048940,0.654582074521652,13,1973,1986
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048951,6048951,0.804828973843058,16,1972,1988
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048966,6048966,0.905432595573441,18,1970,1988
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7,6048968,6048968,0.603621730382294,12,1976,1988
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29137950,29137950,0.0,0,33,33
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29137964,29137964,0.0,0,28,28
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29137975,29137975,0.0,0,25,25
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29137985,29137985,0.0,0,21,21
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138052,29138052,0.0,0,21,21
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138062,29138062,0.0,0,23,23
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138075,29138075,3.84615384615385,1,25,26
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138078,29138078,0.0,0,27,27
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138091,29138091,0.0,0,28,28
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138102,29138102,0.0,0,33,33
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138115,29138115,0.0,0,33,33
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138134,29138134,3.03030303030303,1,32,33
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138158,29138158,0.0,0,35,35
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138168,29138168,0.0,0,35,35
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138176,29138176,0.0,0,35,35
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138179,29138179,0.0,0,35,35
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138185,29138185,0.0,0,36,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138202,29138202,5.55555555555556,2,34,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138216,29138216,0.0,0,36,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138219,29138219,0.0,0,36,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138234,29138234,0.0,0,36,36
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22,29138238,29138238,0.0,0,33,33
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889392,32889392,20.6387035271687,433,1665,2098
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889434,32889434,2.91586998087954,61,2031,2092
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889461,32889461,0.859598853868195,18,2076,2094
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889470,32889470,0.430416068866571,9,2082,2091
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889484,32889484,0.334608030592734,7,2085,2092
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034307,37034307,100.0,1796,0,1796
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034316,37034316,0.335382895472331,6,1783,1789
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034324,37034324,0.223463687150838,4,1786,1790
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034330,37034330,0.11154489682097,2,1791,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034344,37034344,0.948660714285714,17,1775,1792
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034346,37034346,0.223463687150838,4,1786,1790
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034348,37034348,0.669642857142857,12,1780,1792
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034352,37034352,0.334634690462911,6,1787,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034355,37034355,0.613839285714286,11,1781,1792
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034359,37034359,0.558035714285714,10,1782,1792
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034369,37034369,0.613154960981048,11,1783,1794
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034373,37034373,0.334448160535117,6,1788,1794
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034382,37034382,0.893854748603352,16,1774,1790
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034394,37034394,0.390407138873397,7,1786,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034402,37034402,0.334634690462911,6,1787,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034409,37034409,0.669269380925823,12,1781,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034412,37034412,0.727069351230425,13,1775,1788
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034414,37034414,0.223089793641941,4,1789,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034418,37034418,0.725041829336308,13,1780,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034420,37034420,0.390625,7,1785,1792
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034430,37034430,0.891861761426979,16,1778,1794
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034438,37034438,1.1154489682097,20,1773,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034441,37034441,0.725041829336308,13,1780,1793
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034466,37034466,99.8883305415969,1789,2,1791
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034997,37034997,0.422450211225106,7,1650,1657
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035012,37035012,0.36231884057971,6,1650,1656
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035032,37035032,0.66626287098728,11,1640,1651
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035043,37035043,0.605326876513317,10,1642,1652
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035047,37035047,0.424757281553398,7,1641,1648
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035063,37035063,0.667880995749848,11,1636,1647
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035066,37035066,0.667880995749848,11,1636,1647
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035074,37035074,0.54678007290401,9,1637,1646
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035090,37035090,1.45366444579043,24,1627,1651
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035095,37035095,0.970285021224985,16,1633,1649
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035097,37035097,0.545124167171411,9,1642,1651
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035100,37035100,0.485436893203883,8,1640,1648
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035117,37035117,0.483968542044767,8,1645,1653
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142297977,142297977,0.0,0,94,94
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298019,142298019,0.0,0,94,94
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298045,142298045,2.12765957446809,2,92,94
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298054,142298054,6.45161290322581,6,87,93
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604787,45604787,0.0,0,173,173
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604794,45604794,0.578034682080925,1,172,173
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596828,47596828,3.47417840375587,37,1028,1065
